Nuclear Response_NR-AR,Nuclear Response_NR-AR-LBD,Nuclear Response_NR-AhR,Nuclear Response_NR-Aromatase,Nuclear Response_NR-ER,Nuclear Response_NR-ER-LBD,Nuclear Response_NR-PPAR-gamma,Nuclear Response_NR-GR,Nuclear Response_NR-TR,Stress Response_SR-ARE,Stress Response_SR-ATAD5,Stress Response_SR-HSE,Stress Response_SR-MMP,Stress Response_SR-p53,Genomic_AMES_Mutagenesis,Genomic_Carcinogenesis,Genomic_Micronucleus,Environmental_Fathead_Minnow,Environmental_T._Pyriformis,Environmental_Honey_Bee,Environmental_Biodegradation,Environmental_Crustacean,Environmental_Avian,Environmental_Fathead_Minnow_(Regression),Environmental_T._Pyriformis_(Regression),Environmental_Rat_(Acute),Environmental_Rat_(Chronic_Oral),Dose Response_Maximum_Tolerated_Dose,Organic_Skin_Sensitisation,Organic_hERG_I_Inhibitor,Organic_hERG_II_Inhibitor,Organic_Liver_Injury_I,Organic_Liver_Injury_II,Organic_Eye_Irritation,Organic_Eye_Corrosion,Organic_Respiratory_Disease,identifier,SMILES
High Safety,Medium Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,Medium Safety,High Safety,Medium Safety,High Safety,High Safety,Medium Safety,Medium Safety,High Safety,High Safety,Low Toxicity,Low Toxicity,Medium Toxicity,Low Toxicity,High Safety,Low Safety,High Safety,,,,,,Low Safety,High Safety,Low Toxicity,High Safety,Low Safety,High Safety,High Safety,Medium Toxicity,CNP0145160.1,CC1CCC2(OC1)OC1CC3C4CC=C5CC(OC6OC(CO)C(O)C(OC7OC(C)C(O)C(O)C7O)C6O)CCC5(C)C4CCC3(C)C1(O)C2C
High Safety,Medium Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,Medium Safety,High Safety,Low Safety,High Safety,Medium Safety,High Safety,High Safety,High Safety,High Safety,Low Toxicity,Low Toxicity,Medium Toxicity,High Toxicity,High Safety,Medium Safety,High Safety,,,,,,Low Safety,High Safety,Medium Safety,Medium Safety,Low Safety,High Safety,High Safety,Medium Toxicity,CNP0145307.1,CC(CO)C1(O)C2OC(=O)C(C3CC=C4C5=C(CCC43C)C3(C)CCC(OC4OC(CO)C(O)C(O)C4O)CC3CC5)C2OC1(C)O
High Safety,High Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,Medium Safety,High Safety,Medium Safety,High Safety,High Safety,Medium Safety,Medium Safety,High Safety,High Safety,Low Toxicity,Low Toxicity,Medium Toxicity,High Toxicity,Medium Safety,Low Safety,High Safety,,,,,,Low Safety,High Safety,Low Safety,High Safety,Low Toxicity,High Safety,High Safety,Medium Toxicity,CNP0145485.1,CC1OC(OC(=O)C23CCC(C)(C)CC2C2=CCC4C5(C)CCC(OC6OCC(OC7OC(CO)C(O)C(O)C7O)C(O)C6O)C(C)(CO)C5CCC4(C)C2(C)CC3)C(O)C(O)C1O
High Safety,High Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,Medium Safety,High Safety,Medium Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,Low Toxicity,Low Toxicity,Medium Toxicity,Low Toxicity,High Safety,Medium Safety,High Safety,,,,,,Low Safety,High Safety,Low Toxicity,High Safety,Low Safety,High Safety,High Safety,Medium Toxicity,CNP0147317.1,CC1CCC2(CC3C(CCC4C3CCC3C4CC=C4CC(OC5OC(C)C(OC6OC(COC7OCC(O)(CO)C7O)C(O)C(O)C6O)C(O)C5O)CCC43C)O2)OC1
High Safety,High Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,Medium Safety,Medium Safety,Low Toxicity,High Safety,High Safety,Low Safety,High Safety,Medium Safety,High Toxicity,Low Toxicity,High Toxicity,High Toxicity,Medium Toxicity,High Safety,Low Safety,High Safety,,,,,,Low Safety,High Safety,Low Safety,Low Safety,Medium Safety,High Safety,High Safety,Medium Toxicity,CNP0148135.2,CC1OC(OC2CCC(OC3(C)CC(=O)C4(O)C5=C(C=CC4(O)C3)C(=O)c3c(ccc(C4CC6OC7CC(=O)C(C)OC7OC6C(C)O4)c3O)C5=O)OC2C)C(N)=CC1=O
High Safety,High Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,Low Safety,Medium Safety,Low Toxicity,High Safety,High Safety,Low Safety,High Safety,Low Safety,High Toxicity,Low Toxicity,High Toxicity,High Toxicity,Medium Toxicity,High Safety,Medium Toxicity,High Safety,,,,,,Medium Safety,High Safety,Low Safety,Low Toxicity,Medium Safety,High Safety,High Safety,Medium Toxicity,CNP0148179.0,CC1OC(OC2CCC(OC3C(O)CC(c4ccc5c(c4)C(=O)C4=C(C5=O)C5(O)C(=O)CC(C)(OC6CCC(=O)C(C)O6)CC5(O)C=C4)OC3C)OC2C)C=CC1=O
Medium Safety,Medium Toxicity,High Safety,Medium Safety,Medium Safety,Medium Safety,High Safety,Low Toxicity,High Safety,Medium Safety,High Safety,High Safety,Low Safety,High Safety,High Safety,High Safety,Low Toxicity,Low Toxicity,Medium Toxicity,Medium Toxicity,High Safety,Low Safety,High Safety,,,,,,Low Safety,High Safety,Low Safety,Medium Safety,Low Safety,High Safety,High Safety,High Toxicity,CNP0148484.1,CC1OC(OC2C=C3CCC4C(CCC5(C)C(C6=CC(=O)OC6)CCC45O)C3(C)CC2)CC(O)C1OC1OC(CO)C(O)C(O)C1O
High Safety,Medium Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,Medium Safety,Medium Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,Low Toxicity,Low Toxicity,Medium Toxicity,Medium Safety,High Safety,Low Safety,High Safety,,,,,,Low Safety,High Safety,Low Safety,High Safety,Low Safety,High Safety,High Safety,Medium Toxicity,CNP0148737.1,CC1CCC2(OC1)OC1CC3C4CC(=O)C5CC(OC6OC(CO)C(OC7OCC(O)C(O)C7O)C(O)C6O)CCC5(C)C4CCC3(C)C1C2C
High Safety,Medium Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,Medium Safety,High Safety,Medium Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,Low Toxicity,Low Safety,Low Toxicity,Low Toxicity,High Safety,Medium Safety,High Safety,,,,,,Low Safety,High Safety,Low Toxicity,High Safety,Low Safety,High Safety,High Safety,Medium Toxicity,CNP0148962.1,CC1CNC2(OC3CC4C5CC=C6CC(OC7OC(CO)C(OC8OC(C)C(O)C(O)C8OC8OC(C)C(O)C(O)C8O)C(O)C7O)CCC6(C)C5CCC4(C)C3C2C)C(O)C1
High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,Medium Safety,High Safety,Medium Safety,High Safety,High Safety,High Safety,High Safety,Medium Safety,High Safety,Low Toxicity,Medium Toxicity,High Toxicity,Low Toxicity,High Safety,Low Safety,High Safety,,,,,,Low Safety,High Safety,Low Toxicity,High Safety,Medium Toxicity,Medium Safety,High Safety,Low Toxicity,CNP0150930.3,CC(C)=CC1COC23CC4(CO2)C(CCC2C5(C)CCC(OC6OCC(O)C(OC7OC(CO)C(O)C(O)C7O)C6O)C(C)(C)C5CCC24C)C3C1(C)O
High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,Medium Safety,High Safety,Medium Safety,High Safety,High Safety,High Safety,High Safety,Medium Safety,High Safety,Low Toxicity,Medium Toxicity,High Toxicity,Low Toxicity,High Safety,Low Safety,High Safety,,,,,,Low Safety,High Safety,Low Toxicity,High Safety,Medium Toxicity,Medium Safety,High Safety,Low Toxicity,CNP0150930.4,CC(C)=CC1COC23CC4(CO2)C(CCC2C5(C)CCC(OC6OCC(O)C(OC7OC(CO)C(O)C(O)C7O)C6O)C(C)(C)C5CCC24C)C3C1(C)O
High Safety,High Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,Low Toxicity,Medium Safety,Medium Safety,High Safety,High Safety,Low Toxicity,High Safety,High Safety,High Safety,Low Toxicity,High Toxicity,High Toxicity,Medium Toxicity,High Safety,Low Toxicity,High Safety,,,,,,Medium Safety,High Safety,Low Toxicity,Low Toxicity,Low Safety,High Safety,High Safety,Medium Toxicity,CNP0151900.2,COC1CC(OC2C(O)CC(OC3CCC4(C)C(=CCC5C4CCC4(C)C6C7COC6(C)OC54O7)C3)OC2C)OC(C)C1OC1CC(OC)C(OC2OC(C)C(O)C(OC)C2O)C(C)O1
High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,Low Safety,High Safety,High Safety,High Safety,High Safety,Medium Safety,Medium Safety,High Safety,High Safety,Low Toxicity,Low Toxicity,Medium Toxicity,Low Safety,High Safety,Medium Safety,High Safety,,,,,,Medium Safety,High Safety,Low Safety,Medium Safety,Low Safety,High Safety,High Safety,Medium Toxicity,CNP0151984.1,COC1CC(OC2CCC3(C)C(=CCC4(O)C3CCC35C(=O)OC6(C)OC43CCC65)C2)OC(C)C1OC1OC(CO)C(O)C(O)C1O
High Safety,Medium Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,Medium Safety,High Safety,Medium Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,High Safety,Low Toxicity,Low Toxicity,Medium Toxicity,Low Toxicity,High Safety,Low Safety,High Safety,,,,,,Low Safety,High Safety,Low Toxicity,High Safety,Low Safety,High Safety,High Safety,Medium Toxicity,CNP0152201.1,CC1OC(OC2C(CO)OC(OC3CCC4(C)C(=CCC5C4CCC4(C)C5CC5OC6(CCC(C)(O)CO6)C(C)C54)C3)C(O)C2O)C(O)C(O)C1O
High Safety,Medium Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,Medium Safety,High Safety,Medium Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,High Safety,Low Toxicity,Low Toxicity,Medium Toxicity,Low Toxicity,High Safety,Low Safety,High Safety,,,,,,Low Safety,High Safety,Low Toxicity,High Safety,Low Safety,High Safety,High Safety,Medium Toxicity,CNP0152201.2,CC1OC(OC2C(CO)OC(OC3CCC4(C)C(=CCC5C4CCC4(C)C5CC5OC6(CCC(C)(O)CO6)C(C)C54)C3)C(O)C2O)C(O)C(O)C1O
High Safety,High Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,Low Safety,Medium Safety,Low Toxicity,High Safety,High Safety,Low Safety,High Safety,Low Safety,High Toxicity,Low Toxicity,High Toxicity,High Toxicity,Medium Toxicity,High Safety,Low Toxicity,High Safety,,,,,,Low Safety,High Safety,Low Safety,Low Toxicity,Medium Safety,High Safety,High Safety,Medium Toxicity,CNP0152935.1,CC1OC(OC2CCC(OC3CCC(OC4(C)CC(=O)C5(O)C6=C(C=CC5(O)C4)C(=O)c4c(ccc(C5CC(O)C(OC7C=CC(=O)C(C)O7)C(C)O5)c4O)C6=O)OC3C)OC2C)C=CC1=O
High Safety,Medium Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,Medium Safety,High Safety,Medium Safety,High Safety,High Safety,Medium Safety,Medium Safety,High Safety,High Safety,Low Toxicity,Low Safety,Medium Toxicity,Low Toxicity,Medium Safety,Medium Safety,High Safety,,,,,,Low Safety,High Safety,Low Toxicity,High Safety,Low Safety,High Safety,High Safety,Low Toxicity,CNP0153482.1,CC1CCC2(OC1)OC1CC3C4CC=C5CC(OC6OC(CO)C(OC7OC(C)C(OC8OC(C)C(O)C(OC9OC(C)C(O)C(O)C9O)C8O)C(O)C7O)C(O)C6O)CCC5(C)C4CCC3(C)C1C2C
High Safety,Medium Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,Medium Safety,High Safety,Medium Safety,High Safety,High Safety,Medium Safety,Medium Safety,High Safety,High Safety,Low Toxicity,Low Safety,Medium Toxicity,Low Toxicity,Medium Safety,Medium Safety,High Safety,,,,,,Low Safety,High Safety,Low Toxicity,High Safety,Low Safety,High Safety,High Safety,Low Toxicity,CNP0153482.2,CC1CCC2(OC1)OC1CC3C4CC=C5CC(OC6OC(CO)C(OC7OC(C)C(OC8OC(C)C(O)C(OC9OC(C)C(O)C(O)C9O)C8O)C(O)C7O)C(O)C6O)CCC5(C)C4CCC3(C)C1C2C
High Safety,High Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,Low Safety,High Safety,Medium Safety,High Safety,Medium Safety,Medium Toxicity,Medium Safety,High Safety,High Safety,Low Toxicity,High Toxicity,High Toxicity,Medium Toxicity,Medium Safety,Medium Toxicity,High Safety,,,,,,Medium Safety,High Safety,Low Safety,High Safety,Low Safety,High Safety,High Safety,Medium Toxicity,CNP0153498.1,CC1CCC2(C(=O)OC3OC(COC(=O)c4cc(O)c(O)c(O)c4)C(O)C(O)C3O)CCC3(C)C(=CCC4C5(C)CCC(OC6OCC(O)C(O)C6O)C(C)(C)C5CCC43C)C2C1(C)O
High Safety,High Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,Low Safety,High Safety,High Safety,High Safety,Low Toxicity,Medium Toxicity,High Toxicity,Low Safety,High Safety,Low Safety,High Safety,,,,,,Low Safety,High Safety,Medium Safety,High Safety,Low Safety,High Safety,High Safety,Medium Toxicity,CNP0155189.1,CC1=C2C3=CCC4C5(C)CCC(OC6OCC(OC7OC(CO)C(O)C(O)C7O)C(O)C6O)C(C)(C)C5CCC4(C)C3(C)CCC2(C(=O)O)CCC1C
Low Safety,Low Safety,High Safety,Medium Safety,Low Safety,Low Toxicity,High Safety,Low Safety,High Safety,Medium Safety,High Safety,High Safety,Low Safety,High Safety,Medium Safety,High Safety,Low Toxicity,Low Toxicity,Low Toxicity,Low Toxicity,High Safety,Medium Safety,High Safety,,,,,,Low Safety,High Safety,Low Safety,High Safety,Low Safety,High Safety,High Safety,High Toxicity,CNP0155820.2,CC12CCC(OC3OC(CO)C(OC4OC(CO)C(O)C(O)C4O)C(O)C3O)C=C1CCC1C2CCC2(C)C(c3ccc(=O)oc3)CCC12O
High Safety,Medium Safety,High Safety,Medium Safety,Medium Safety,High Safety,High Safety,Medium Safety,High Safety,Medium Safety,High Safety,High Safety,Medium Safety,Medium Safety,High Safety,High Safety,Low Toxicity,Low Toxicity,Medium Toxicity,Low Toxicity,High Safety,Medium Safety,High Safety,,,,,,Low Safety,High Safety,Medium Toxicity,High Safety,Low Safety,High Safety,High Safety,Medium Toxicity,CNP0155833.1,CC1OC(OC2COC(OC3C(O)CC(OC4CCC5(C)C(C4)CC(O)C46OC47CCC(C4=CC(=O)OC4)C7(C)C(=O)CC56)OC3C)C(O)C2O)C(O)C(O)C1O
Low Safety,Medium Toxicity,High Safety,Low Toxicity,Low Safety,Medium Safety,High Safety,Medium Safety,High Safety,High Safety,High Safety,High Safety,Low Toxicity,Low Safety,High Safety,High Safety,Low Toxicity,Low Toxicity,Medium Toxicity,Low Safety,High Safety,Medium Safety,High Safety,,,,,,Low Safety,High Safety,Low Toxicity,High Safety,Low Safety,High Safety,High Safety,High Toxicity,CNP0156119.1,CC1OC(OC2C(CO)OC(OC3CCC4(C)C(CCC5C4CCC4(C)C(C6=CC(=O)OC6)CCC54O)C3)C(O)C2O)C(O)C(O)C1O
High Safety,Low Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,Low Safety,High Safety,Low Safety,High Safety,High Safety,Low Safety,High Safety,Medium Safety,High Safety,Low Toxicity,High Toxicity,High Toxicity,Medium Toxicity,High Safety,Low Toxicity,High Safety,,,,,,Low Safety,High Safety,Low Toxicity,Medium Safety,Low Safety,High Safety,High Safety,Medium Toxicity,CNP0156536.1,CC(O)C1CCC2(O)C3CC=C4CC(OC5CC(O)C(OC6CC(O)C(OC7CC(O)C(O)C(C)O7)C(C)O6)C(C)O5)CCC4(C)C3CCC12C
High Safety,Low Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,Low Safety,High Safety,Low Safety,High Safety,High Safety,Low Safety,High Safety,Medium Safety,High Safety,Low Toxicity,High Toxicity,High Toxicity,Medium Toxicity,High Safety,Low Toxicity,High Safety,,,,,,Low Safety,High Safety,Low Toxicity,Medium Safety,Low Safety,High Safety,High Safety,Medium Toxicity,CNP0156536.2,CC(O)C1CCC2(O)C3CC=C4CC(OC5CC(O)C(OC6CC(O)C(OC7CC(O)C(O)C(C)O7)C(C)O6)C(C)O5)CCC4(C)C3CCC12C
Medium Safety,High Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,Medium Safety,High Safety,Medium Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,Low Toxicity,Low Toxicity,Medium Toxicity,High Toxicity,Medium Safety,Low Safety,High Safety,,,,,,Low Safety,High Safety,Low Safety,High Safety,Low Safety,High Safety,High Safety,Medium Toxicity,CNP0156791.1,C=C1CCC2(C(=O)OC3OC(CO)C(O)C(O)C3O)CCC3(C)C(=CCC4C5(C)CCC(OC6OCC(O)C(OC7OC(CO)C(O)C(O)C7O)C6O)C(C)(C)C5CCC43C)C2C1
Medium Safety,High Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,Medium Safety,High Safety,Medium Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,Low Toxicity,Low Toxicity,Medium Toxicity,High Toxicity,Medium Safety,Low Safety,High Safety,,,,,,Low Safety,High Safety,Low Safety,High Safety,Low Safety,High Safety,High Safety,Medium Toxicity,CNP0156791.2,C=C1CCC2(C(=O)OC3OC(CO)C(O)C(O)C3O)CCC3(C)C(=CCC4C5(C)CCC(OC6OCC(O)C(OC7OC(CO)C(O)C(O)C7O)C6O)C(C)(C)C5CCC43C)C2C1
Medium Safety,High Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,Medium Safety,High Safety,Medium Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,Low Toxicity,Low Toxicity,Medium Toxicity,High Toxicity,Medium Safety,Low Safety,High Safety,,,,,,Low Safety,High Safety,Low Safety,High Safety,Low Safety,High Safety,High Safety,Medium Toxicity,CNP0156791.3,C=C1CCC2(C(=O)OC3OC(CO)C(O)C(O)C3O)CCC3(C)C(=CCC4C5(C)CCC(OC6OCC(O)C(OC7OC(CO)C(O)C(O)C7O)C6O)C(C)(C)C5CCC43C)C2C1
Medium Safety,High Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,Medium Safety,High Safety,Medium Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,Low Toxicity,Low Toxicity,Medium Toxicity,High Toxicity,Medium Safety,Low Safety,High Safety,,,,,,Low Safety,High Safety,Low Safety,High Safety,Low Safety,High Safety,High Safety,Medium Toxicity,CNP0156791.4,C=C1CCC2(C(=O)OC3OC(CO)C(O)C(O)C3O)CCC3(C)C(=CCC4C5(C)CCC(OC6OCC(O)C(OC7OC(CO)C(O)C(O)C7O)C6O)C(C)(C)C5CCC43C)C2C1
Medium Safety,Low Toxicity,High Safety,Medium Safety,Low Safety,High Safety,High Safety,Low Safety,High Safety,Medium Safety,High Safety,High Safety,Low Safety,High Safety,High Safety,High Safety,Low Toxicity,Low Toxicity,Low Toxicity,Low Safety,High Safety,Medium Safety,High Safety,,,,,,Low Safety,High Safety,Low Toxicity,High Safety,Low Toxicity,High Safety,High Safety,High Toxicity,CNP0157323.1,CC1OC(OC2CCC3(C)C(CCC4C3CCC3(C)C(C5=CC(=O)OC5)C(O)CC43O)C2)CC(O)C1OC1OC(CO)C(OC2OC(CO)C(O)C(O)C2O)C(O)C1O
High Safety,High Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,Medium Safety,Medium Safety,High Safety,High Safety,Low Toxicity,Medium Toxicity,Medium Toxicity,Low Safety,Medium Safety,Medium Safety,High Safety,,,,,,Low Safety,High Safety,Medium Safety,High Safety,Low Toxicity,High Safety,High Safety,Medium Toxicity,CNP0157339.1,CC1OC(OC2COC(OC3CCC4(C)C(CCC5(C)C4CC=C4C6CC(C)(C)CCC6(C(=O)O)C(O)CC45C)C3(C)C)C(O)C2O)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O
High Safety,Medium Toxicity,High Safety,Low Safety,Medium Safety,Medium Safety,High Safety,Medium Toxicity,High Safety,Medium Safety,High Safety,High Safety,Low Safety,High Safety,High Safety,High Safety,Low Toxicity,Low Toxicity,Low Toxicity,Low Safety,High Safety,Medium Safety,High Safety,,,,,,Low Safety,High Safety,Low Toxicity,High Safety,Low Safety,High Safety,High Safety,High Toxicity,CNP0158320.1,CC1OC(OC2C(CO)OC(OC3CCC4(C)C5C(O)CC6(C)C(C7=CC(=O)OC7)CCC6(O)C5CCC4(O)C3)C(O)C2O)C(O)C(O)C1O
Medium Safety,Low Toxicity,High Safety,Low Safety,Medium Safety,High Safety,High Safety,Low Toxicity,High Safety,High Safety,High Safety,High Safety,Low Safety,Medium Safety,High Safety,High Safety,Low Toxicity,Low Toxicity,Medium Toxicity,Low Safety,High Safety,Low Safety,High Safety,,,,,,Low Safety,High Safety,Low Toxicity,Medium Safety,Low Toxicity,High Safety,High Safety,High Toxicity,CNP0158365.1,COC1CC(OC2CCC3(C)C(CCC4C3C(O)CC3(C)C(C5=CC(=O)OC5)CCC43O)C2)OC(C)C1OC1OC(CO)C(O)C(O)C1O
High Safety,Medium Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,Medium Safety,High Safety,Medium Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,Low Toxicity,Low Safety,Medium Toxicity,Low Toxicity,High Safety,Medium Safety,High Safety,,,,,,Low Safety,High Safety,Low Toxicity,High Safety,Low Safety,High Safety,High Safety,Low Toxicity,CNP0158529.1,CC1CCC2(OC1)OC1CC3C4CC=C5CC(OC6OC(CO)C(OC7OC(CO)C(O)C(O)C7O)C(O)C6O)CC(O)C5(C)C4CCC3(C)C1C2C
High Safety,Medium Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,Medium Safety,Medium Safety,Medium Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,High Safety,Low Toxicity,Low Toxicity,Low Toxicity,Low Toxicity,High Safety,High Safety,High Safety,,,,,,Medium Safety,High Safety,Low Toxicity,High Safety,Low Safety,High Safety,High Safety,Medium Toxicity,CNP0159069.1,CC1C2C(CC3C4CC=C5CC(OC6OC(CO)C(OC7OC(CO)C(O)C(O)C7O)C(O)C6O)CCC5(C)C4CC(=O)C32C)OC12CCC(COC1OC(CO)C(O)C(O)C1O)CO2
High Safety,High Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,Low Safety,Medium Safety,Low Safety,High Safety,High Safety,Low Safety,High Safety,Low Safety,High Toxicity,Low Toxicity,High Toxicity,High Toxicity,Medium Toxicity,High Safety,Low Toxicity,High Safety,,,,,,Low Safety,High Safety,Low Safety,High Safety,Medium Safety,High Safety,High Safety,Medium Toxicity,CNP0160065.1,CC1OC(OC2CCC(OC3(C)CC(=O)C4(O)C5=C(C=CC4(O)C3)C(=O)c3c(ccc(C4CC6OC7CC(=O)C(C)OC7OC6C(C)O4)c3O)C5=O)OC2C)CCC1=O
High Safety,High Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,Low Safety,Medium Safety,Low Safety,High Safety,High Safety,Low Safety,High Safety,Low Safety,High Toxicity,Low Toxicity,High Toxicity,High Toxicity,Medium Toxicity,High Safety,Low Toxicity,High Safety,,,,,,Low Safety,High Safety,Low Safety,High Safety,Medium Safety,High Safety,High Safety,Medium Toxicity,CNP0160065.2,CC1OC(OC2CCC(OC3(C)CC(=O)C4(O)C5=C(C=CC4(O)C3)C(=O)c3c(ccc(C4CC6OC7CC(=O)C(C)OC7OC6C(C)O4)c3O)C5=O)OC2C)CCC1=O
High Safety,High Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,Low Safety,Medium Safety,Low Safety,High Safety,High Safety,Low Safety,High Safety,Low Safety,High Toxicity,Low Toxicity,High Toxicity,High Toxicity,Medium Toxicity,High Safety,Low Toxicity,High Safety,,,,,,Low Safety,High Safety,Low Safety,High Safety,Medium Safety,High Safety,High Safety,Medium Toxicity,CNP0160065.3,CC1OC(OC2CCC(OC3(C)CC(=O)C4(O)C5=C(C=CC4(O)C3)C(=O)c3c(ccc(C4CC6OC7CC(=O)C(C)OC7OC6C(C)O4)c3O)C5=O)OC2C)CCC1=O
High Safety,High Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,Low Safety,Medium Safety,Low Safety,High Safety,High Safety,Low Safety,High Safety,Low Safety,High Toxicity,Low Toxicity,High Toxicity,High Toxicity,Medium Toxicity,High Safety,Low Toxicity,High Safety,,,,,,Low Safety,High Safety,Low Safety,High Safety,Medium Safety,High Safety,High Safety,Medium Toxicity,CNP0160065.4,CC1OC(OC2CCC(OC3(C)CC(=O)C4(O)C5=C(C=CC4(O)C3)C(=O)c3c(ccc(C4CC6OC7CC(=O)C(C)OC7OC6C(C)O4)c3O)C5=O)OC2C)CCC1=O
High Safety,High Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,Low Safety,Medium Safety,Low Safety,High Safety,High Safety,Medium Safety,Medium Safety,High Safety,High Safety,Low Toxicity,High Toxicity,Medium Toxicity,Medium Toxicity,Medium Safety,Low Safety,High Safety,,,,,,Medium Safety,High Safety,Low Safety,Low Safety,Low Safety,High Safety,High Safety,Medium Toxicity,CNP0161786.1,COC1CC(OC2C(C)OC(OC3C(C)OC(OC4C(C)OC(OC5C=C6C=CC7(O)C(CCC89COC%10(C)OCC(OC78O)C%109)C6(C)CC5)C(O)C4OC)CC3OC)CC2OC)OC(C)C1O
High Safety,Low Toxicity,High Safety,Medium Safety,Medium Safety,High Safety,High Safety,Low Safety,High Safety,Medium Safety,High Safety,High Safety,Low Safety,High Safety,High Safety,High Safety,Low Toxicity,Low Toxicity,Medium Toxicity,Low Safety,High Safety,Medium Safety,High Safety,,,,,,Low Safety,High Safety,Low Safety,Low Safety,Medium Safety,High Safety,High Safety,High Toxicity,CNP0161969.1,CC1OC(OC2C(O)CC(OC3CCC4(C=O)C5CCC6(C)C(C7=CC(=O)OC7)C(O)CC6(O)C5CCC4(O)C3)OC2C)C(O)C(O)C1O
Medium Safety,Low Toxicity,High Safety,Low Safety,Low Safety,High Safety,High Safety,Medium Safety,High Safety,Medium Safety,High Safety,High Safety,Low Toxicity,Low Safety,High Safety,High Safety,Low Toxicity,Low Toxicity,Medium Toxicity,Low Safety,Medium Safety,Medium Safety,High Safety,,,,,,Low Safety,High Safety,Medium Toxicity,High Safety,Low Toxicity,High Safety,High Safety,High Toxicity,CNP0163701.1,CC1OC(OC2CCC3(C)C(CCC4C3CCC3(C)C(C5=CC(=O)OC5)CCC43O)C2)CC(O)C1OC1CC(O)C(OC2CC(O)C(OC3OC(CO)C(O)C(O)C3O)C(C)O2)C(C)O1
Medium Safety,Low Toxicity,High Safety,Low Safety,Low Safety,High Safety,High Safety,Medium Safety,High Safety,Medium Safety,High Safety,High Safety,Low Toxicity,Low Safety,High Safety,High Safety,Low Toxicity,Low Toxicity,Medium Toxicity,Low Safety,Medium Safety,Medium Safety,High Safety,,,,,,Low Safety,High Safety,Medium Toxicity,High Safety,Low Toxicity,High Safety,High Safety,High Toxicity,CNP0163701.2,CC1OC(OC2CCC3(C)C(CCC4C3CCC3(C)C(C5=CC(=O)OC5)CCC43O)C2)CC(O)C1OC1CC(O)C(OC2CC(O)C(OC3OC(CO)C(O)C(O)C3O)C(C)O2)C(C)O1
